,Espumante,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
14,ESPUMANTES ,9539610,11242890,12647906,13305275,14889147,15978504,17191075,18897144,16945710,17583283,18218375,22759859,22610762,31242697,29525942,29381635
