,Suco de Uva,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
18,SUCO DE UVAS,21568032,29131455,35164681,45222136,53832204,75973297,88013377,115288072,92290851,107243326,140472108,147907617,144889668,147753321,157125036,166708720
